from_stop_id,to_stop_id,transfer_type,min_transfer_time
AMI:SP:GEPHI1,AMI:SP:MLONGN2,2,423
AMI:SP:FONTAN1,AMI:SP:COURSN2,2,366
AMI:SP:LOCKEN2,AMI:SP:ELBEU1,2,273
AMI:SP:CAMPUN1,AMI:SP:CAMPUN3,2,160
AMI:SP:PLICON1,AMI:SP:MEGAC1,2,428
AMI:SP:EGREN2,AMI:SP:FRANC1,2,307
AMI:SP:FONTAN1,AMI:SP:GRACE2,2,276
AMI:SP:CORBI1,AMI:SP:BDORG1,2,371
AMI:SP:AQUAPN4,AMI:SP:AQUAPN2,2,212
AMI:SP:VMAGN1,AMI:SP:VMAGN2,2,151
AMI:SP:DEBUS1,AMI:SP:DEBUS2,2,99
AMI:SP:NEUVI1,AMI:SP:TERRI2,2,342
AMI:SP:CIMONN6,AMI:SP:CIMONN1,2,159
AMI:SP:CGMARN2,AMI:SP:TRIOL1,2,266
AMI:SP:STQUE3,AMI:SP:STQUE1,2,316
AMI:SP:LIBERN2,AMI:SP:LIBERN4,2,238
AMI:SP:QUENE2,AMI:SP:DUROU1,2,316
AMI:SP:APAV1,AMI:SP:APAV2,2,95
AMI:SP:MTMIG1,AMI:SP:CAGNY2,2,371
AMI:SP:TIVOL1,AMI:SP:LUFOUN1,2,384
AMI:SP:VIGNE2,AMI:SP:GRECEN1,2,440
AMI:SP:14JUI1,AMI:SP:PELUA1,2,225
AMI:SP:CLARI2,AMI:SP:CLARI1,2,160
AMI:SP:CHMILN1,AMI:SP:CTELL1,2,400
AMI:SP:JOFFR2,AMI:SP:GAREG,2,340
AMI:SP:LUZARN2,AMI:SP:LUZARN1,2,148
AMI:SP:CRIVE1,AMI:SP:FJOUR2,2,136
AMI:SP:TITIE1,AMI:SP:TINTO2,2,193
AMI:SP:LUFOUN1,AMI:SP:LUFOUN2,2,114
AMI:SP:VOLTA1,AMI:SP:VOLTA2,2,113
AMI:SP:CTCAS2,AMI:SP:VENT2,2,279
AMI:SP:PROVI1,AMI:SP:PROVI2,2,200
AMI:SP:ETOUVN1,AMI:SP:ARTOI2,2,387
AMI:SP:RONSA1,AMI:SP:RONSA2,2,87
AMI:SP:FJOUR2,AMI:SP:ROPE1,2,287
AMI:SP:VENT2,AMI:SP:CTCAS2,2,279
AMI:SP:LIBERN4,AMI:SP:LIBERN2,2,238
AMI:SP:REMBA2,AMI:SP:LUFOUN1,2,265
AMI:SP:LUFOUN1,AMI:SP:GROCHN2,2,395
AMI:SP:LOCKEN2,AMI:SP:LOCKEN1,2,142
AMI:SP:TRIOL2,AMI:SP:CGMARN2,2,216
AMI:SP:LOCKEN2,AMI:SP:ELBEU2,2,264
AMI:SP:FOSAL2,AMI:SP:FOSAL1,2,71
AMI:SP:CAMBRN1,AMI:SP:CAMBRN2,2,72
AMI:SP:MLONGN2,AMI:SP:POIDEN1,2,394
AMI:SP:STRAS2,AMI:SP:LIBERN2,2,373
AMI:SP:DOULL1,AMI:SP:RDOUA1,2,361
AMI:SP:CAVRE1,AMI:SP:CAVRE2,2,69
AMI:SP:ROSERN1,AMI:SP:ROSERN2,2,104
AMI:SP:BOULV1,AMI:SP:MSAVEU,2,289
AMI:SP:EDMARQ,AMI:SP:VALLE2,2,351
AMI:SP:RROUEN1,AMI:SP:LOCKEN1,2,88
AMI:SP:CONTY2,AMI:SP:NAUGA2,2,400
AMI:SP:MGARD1,AMI:SP:WATTE1,2,310
AMI:SP:CHAGR2,AMI:SP:AQUAPN4,2,421
AMI:SP:GEPHI2,AMI:SP:FOURCN1,2,255
AMI:SP:CAMPUN3,AMI:SP:CAMPUN4,2,62
AMI:SP:VALEO1,AMI:SP:GOODY1,2,435
AMI:SP:CTRI2,AMI:SP:CTRI1,2,89
AMI:SP:DONJON,AMI:SP:COISY2,2,353
AMI:SP:REMBA2,AMI:SP:LUFOUN2,2,243
AMI:SP:COISY1,AMI:SP:DEBUS2,2,277
AMI:SP:GENDA1,AMI:SP:GENDA2,2,156
AMI:SP:PKRUG1,AMI:SP:CIMONN1,2,396
AMI:SP:LUFOUN2,AMI:SP:GROCHN2,2,360
AMI:SP:CAMBRN2,AMI:SP:CALMN2,2,391
AMI:SP:TINTO2,AMI:SP:QTOUR2,2,310
AMI:SP:DESMO1,AMI:SP:CMARTN2,2,404
AMI:SP:GARENC,AMI:SP:GARENA,2,135
AMI:SP:CCNOR5,AMI:SP:FREYN2,2,436
AMI:SP:GARENC,AMI:SP:GAREG,2,340
AMI:SP:CAGNA2,AMI:SP:CAGNA1,2,80
AMI:SP:PVOGEN4,AMI:SP:PVOGEN3,2,172
AMI:SP:PFORT2,AMI:SP:MARRE2,2,315
AMI:SP:LIBERN3,AMI:SP:LIBERN1,2,159
AMI:SP:ACACI2,AMI:SP:ILOT2,2,379
AMI:SP:CJEAN1,AMI:SP:ELBEU2,2,291
AMI:SP:AQUAPN3,AMI:SP:AQUAPN4,2,79
AMI:SP:WALF2,AMI:SP:WALF1,2,117
AMI:SP:ROYAU2,AMI:SP:JOINV1,2,440
AMI:SP:VAUBA1,AMI:SP:VAUBA2,2,109
AMI:SP:STQUE1,AMI:SP:STQUE3,2,316
AMI:SP:CTELL1,AMI:SP:CAGNA1,2,411
AMI:SP:STENDN2,AMI:SP:CVICTN1,2,301
AMI:SP:JACOBIN,AMI:SP:HVDUSEN,2,378
AMI:SP:MSALE1,AMI:SP:NAUGA1,2,370
AMI:SP:HBARB1,AMI:SP:HBARB2,2,102
AMI:SP:BELAIN2,AMI:SP:BELAIN1,2,73
AMI:SP:PBEAUN2,AMI:SP:PCPIEN2,2,428
AMI:SP:REMBA2,AMI:SP:TIVOL2,2,338
AMI:SP:BARREN1,AMI:SP:FONTAN2,2,402
AMI:SP:BEAQU2,AMI:SP:DEBUS1,2,387
AMI:SP:GAMBI2,AMI:SP:GAMBI1,2,84
AMI:SP:LUFOUN1,AMI:SP:COLBEN2,2,330
AMI:SP:HPLSUN5,AMI:SP:HPSDEN4,2,418
AMI:SP:DOULL1,AMI:SP:EGPIE1,2,436
AMI:SP:GROCHN1,AMI:SP:GROCHN5,2,310
AMI:SP:BEFFRON,AMI:SP:BRETES1,2,351
AMI:SP:PASTE1,AMI:SP:PASTE2,2,83
AMI:SP:THDEL1,AMI:SP:DORGE2,2,422
AMI:SP:RUNIV1,AMI:SP:JMOUL2,2,380
AMI:SP:COLBEN1,AMI:SP:COLBEN2,2,86
AMI:SP:RAINE2,AMI:SP:RAINE1,2,112
AMI:SP:UPJVN1,AMI:SP:WAIDEN,2,379
AMI:SP:PNORDN4,AMI:SP:SANTEN2,2,310
AMI:SP:THDEL2,AMI:SP:FJOUR2,2,408
AMI:SP:CONTY2,AMI:SP:JCATEL1,2,379
AMI:SP:DELPEN2,AMI:SP:DESMO2,2,232
AMI:SP:GOODY1,AMI:SP:GOODY2,2,82
AMI:SP:COLVEN1,AMI:SP:COLVEN2,2,114
AMI:SP:FOSAL2,AMI:SP:FORCE2,2,409
AMI:SP:CAGRI2,AMI:SP:CAGRI1,2,107
AMI:SP:REMBA1,AMI:SP:COLBEN1,2,347
AMI:SP:DUCLO1,AMI:SP:CVICTN1,2,180
AMI:SP:PAIXN1,AMI:SP:PAIXN2,2,74
AMI:SP:ALBOU2,AMI:SP:MOULI2,2,362
AMI:SP:CELUC2,AMI:SP:PLICON2,2,336
AMI:SP:DCORD1,AMI:SP:DCORD2,2,127
AMI:SP:OZENF2,AMI:SP:OZENF1,2,113
AMI:SP:CHARDN1,AMI:SP:PNORDN4,2,316
AMI:SP:CAGNY2,AMI:SP:MTMIG1,2,371
AMI:SP:CTCHA1,AMI:SP:PAVREN1,2,435
AMI:SP:RDOUA2,AMI:SP:RDOUA1,2,86
AMI:SP:MEGAC2,AMI:SP:FRANC2,2,362
AMI:SP:VAUBA1,AMI:SP:CIFRAN2,2,373
AMI:SP:AUSSYN2,AMI:SP:DEJEA2,2,359
AMI:SP:BLTAC2,AMI:SP:BLTAC1,2,74
AMI:SP:STENDN1,AMI:SP:CVICTN1,2,281
AMI:SP:ALORRN2,AMI:SP:ALORRN1,2,123
AMI:SP:PBEAUN2,AMI:SP:PBEAUN1,2,221
AMI:SP:GORLIN4,AMI:SP:VENT2,2,358
AMI:SP:PVOGEN4,AMI:SP:CIMONN6,2,430
AMI:SP:CTELL1,AMI:SP:CHMILN1,2,400
AMI:SP:LUFOUN2,AMI:SP:REMBA1,2,273
AMI:SP:JOFFR2,AMI:SP:CSALL2,2,304
AMI:SP:MCAMO1,AMI:SP:EDMARQ,2,213
AMI:SP:ALORRN2,AMI:SP:GAREF,2,440
AMI:SP:CIMONN6,AMI:SP:EGSLEU,2,415
AMI:SP:STENDN1,AMI:SP:STENDN2,2,80
AMI:SP:DEBUS1,AMI:SP:BEAQU1,2,403
AMI:SP:PNORDN2,AMI:SP:CHARDN2,2,362
AMI:SP:CAGNY1,AMI:SP:CAGZI1,2,366
AMI:SP:FJOUR1,AMI:SP:THDEL2,2,425
AMI:SP:MACUL6,AMI:SP:MACULN6,2,60
AMI:SP:THDEL1,AMI:SP:FJOUR2,2,350
AMI:SP:JOFFR1,AMI:SP:CSALL1,2,414
AMI:SP:MOULI1,AMI:SP:MOULI2,2,86
AMI:SP:GROCHN6,AMI:SP:GROCHN5,2,132
AMI:SP:GROCHN6,AMI:SP:FAIDH2,2,317
AMI:SP:JMOUL2,AMI:SP:RUNIV1,2,380
AMI:SP:QTOUR2,AMI:SP:MANGE2,2,308
AMI:SP:HPSDEN4,AMI:SP:RTHILN2,2,399
AMI:SP:VMAGN2,AMI:SP:VMAGN1,2,151
AMI:SP:ROYAU2,AMI:SP:GBEAUN2,2,289
AMI:SP:ETOUVN1,AMI:SP:ARTOI1,2,377
AMI:SP:ROGERAN,AMI:SP:8MAIN1,2,358
AMI:SP:TAISNIL,AMI:SP:SALEUX,2,334
AMI:SP:TERRI1,AMI:SP:NEUVI1,2,358
AMI:SP:GROCHN6,AMI:SP:GROCHN1,2,254
AMI:SP:CHMILN2,AMI:SP:CHMILN1,2,104
AMI:SP:CCNOR2,AMI:SP:QTOUR2,2,406
AMI:SP:RCASS1,AMI:SP:ACOLA2,2,386
AMI:SP:HVDUSEN,AMI:SP:BEFFRON,2,338
AMI:SP:SEUX2,AMI:SP:SEUX1,2,77
AMI:SP:HPSDEN5,AMI:SP:HPLSU6,2,429
AMI:SP:VOLTA1,AMI:SP:DUCLO2,2,234
AMI:SP:ESATG2,AMI:SP:ESATG1,2,170
AMI:SP:SAGEB1,AMI:SP:JOINV2,2,334
AMI:SP:CIRQMN2,AMI:SP:CIRQUN1,2,175
AMI:SP:LMICH2,AMI:SP:LMICH1,2,179
AMI:SP:CIFRAN1,AMI:SP:VAUBA1,2,365
AMI:SP:UPJVN2,AMI:SP:WAIDEN,2,411
AMI:SP:WABCOE,AMI:SP:ADAPEI,2,234
AMI:SP:CLJEA1,AMI:SP:CLJEA2,2,69
AMI:SP:DUCLO1,AMI:SP:RDOUA2,2,417
AMI:SP:FONTAN2,AMI:SP:GRACE1,2,350
AMI:SP:CXROM1,AMI:SP:CXROM2,2,170
AMI:SP:HPLSUN6,AMI:SP:HPLSUN5,2,100
AMI:SP:VALLE1,AMI:SP:DCASA2,2,297
AMI:SP:NAUGA2,AMI:SP:CONTY2,2,400
AMI:SP:FOUIL2,AMI:SP:CSALL1,2,240
AMI:SP:CCNOR2,AMI:SP:QTOUR1,2,366
AMI:SP:RTANK2,AMI:SP:FORCE1,2,274
AMI:SP:LONGVIL,AMI:SP:CIRQUN1,2,362
AMI:SP:PCLAU1,AMI:SP:VERG2,2,360
AMI:SP:LATAPN1,AMI:SP:PCAGNN1,2,425
AMI:SP:MONSN2,AMI:SP:MONSN1,2,175
AMI:SP:ARTOI1,AMI:SP:ETOUVN2,2,380
AMI:SP:EBEAU1,AMI:SP:CHATE2,2,246
AMI:SP:MATIFN1,AMI:SP:RICOR1,2,431
AMI:SP:GAREF,AMI:SP:GARER2,2,315
AMI:SP:VAUBA2,AMI:SP:CIMONN2,2,430
AMI:SP:CONDO3,AMI:SP:PROV2,2,346
AMI:SP:MACULN6,AMI:SP:MACUL6,2,60
AMI:SP:CJMLA1,AMI:SP:CXROM2,2,263
AMI:SP:ECAUV1,AMI:SP:ECAUV2,2,95
AMI:SP:AQUAPN4,AMI:SP:AQUAPN1,2,190
AMI:SP:RAINE1,AMI:SP:CAMBRN1,2,414
AMI:SP:GEPHI2,AMI:SP:ALLIE1,2,428
AMI:SP:COLVEN2,AMI:SP:COLVEN1,2,114
AMI:SP:GARER2,AMI:SP:GARENC,2,381
AMI:SP:EGSLEU,AMI:SP:CIMONN6,2,415
AMI:SP:VOLTA2,AMI:SP:MARRE1,2,368
AMI:SP:PASTE1,AMI:SP:AFRAN2,2,393
AMI:SP:ABHEN1,AMI:SP:TERRA1,2,289
AMI:SP:TITIE2,AMI:SP:LADRE2,2,413
AMI:SP:ETOUVN2,AMI:SP:SQMARN1,2,362
AMI:SP:GLISY1,AMI:SP:GLISY2,2,66
AMI:SP:CVICTN1,AMI:SP:CVICTN2,2,145
AMI:SP:CJMLA2,AMI:SP:CJMLA1,2,124
AMI:SP:CJEAN2,AMI:SP:ELBEU2,2,347
AMI:SP:MACUL6,AMI:SP:MACULN5,2,92
AMI:SP:RTHILN1,AMI:SP:HPSDEN4,2,387
AMI:SP:RAIX2,AMI:SP:GORLIN3,2,349
AMI:SP:GRACE1,AMI:SP:FONTAN1,2,330
AMI:SP:RCASS2,AMI:SP:RCASS1,2,108
AMI:SP:VAUBA1,AMI:SP:EGPIE1,2,406
AMI:SP:IDEFLE,AMI:SP:BEAQU1,2,439
AMI:SP:GEPHI1,AMI:SP:FOURCN1,2,258
AMI:SP:MSALO2,AMI:SP:MSALO1,2,102
AMI:SP:WASSEN2,AMI:SP:WASSEN1,2,145
AMI:SP:STSAU1,AMI:SP:STSAU2,2,163
AMI:SP:PMARCHN,AMI:SP:PVOGEN3,2,402
AMI:SP:ZACHAR1,AMI:SP:ZACHAR2,2,73
AMI:SP:POMME2,AMI:SP:MSAIN1,2,413
AMI:SP:FAIDH2,AMI:SP:GROCHN5,2,245
AMI:SP:PNORDN1,AMI:SP:SANTEN2,2,377
AMI:SP:DONJON,AMI:SP:COISY1,2,441
AMI:SP:PAIXN2,AMI:SP:ABHEN1,2,334
AMI:SP:EGFIRN1,AMI:SP:EGFIRN2,2,77
AMI:SP:CHARAN2,AMI:SP:CHARAN1,2,77
AMI:SP:CMARTN1,AMI:SP:LAURE2,2,347
AMI:SP:MONSN1,AMI:SP:LUZARN1,2,431
AMI:SP:PVOGEN5,AMI:SP:BEFFRON,2,370
AMI:SP:ABHEN1,AMI:SP:TERRA2,2,256
AMI:SP:CIRQUN1,AMI:SP:CIRQUN2,2,204
AMI:SP:COLBEN2,AMI:SP:TIVOL1,2,298
AMI:SP:REMBA1,AMI:SP:LUFOUN2,2,273
AMI:SP:TITIE1,AMI:SP:TITIE2,2,155
AMI:SP:RTHILN1,AMI:SP:RTHILN2,2,74
AMI:SP:COZETN2,AMI:SP:LAURE1,2,304
AMI:SP:BAUDR2,AMI:SP:ROPE1,2,425
AMI:SP:BRANLN1,AMI:SP:BRANLN3,2,197
AMI:SP:GAREG,AMI:SP:OTAGEN2,2,418
AMI:SP:GORLIN4,AMI:SP:GORLIN2,2,127
AMI:SP:POIDEN2,AMI:SP:ROSERN2,2,420
AMI:SP:RSTAD2,AMI:SP:JMOUL2,2,431
AMI:SP:LONGVIL,AMI:SP:LAURE1,2,429
AMI:SP:PROVI1,AMI:SP:CHARAN2,2,373
AMI:SP:MSAVEU,AMI:SP:PACORN,2,388
AMI:SP:GRECEN2,AMI:SP:GRECEN1,2,70
AMI:SP:DEBUS1,AMI:SP:COISY1,2,254
AMI:SP:STANON2,AMI:SP:STANON1,2,98
AMI:SP:BEFFRON,AMI:SP:PVOGEN3,2,367
AMI:SP:PICOR2,AMI:SP:PICOR1,2,83
AMI:SP:PFORT1,AMI:SP:PFORT2,2,116
AMI:SP:ALBOU1,AMI:SP:ALBOU2,2,89
AMI:SP:CHARAN2,AMI:SP:PROVI1,2,373
AMI:SP:QTOUR1,AMI:SP:TINTO1,2,321
AMI:SP:PVICT1,AMI:SP:ALLIE2,2,391
AMI:SP:STJACN2,AMI:SP:GROCHN5,2,397
AMI:SP:REMBA1,AMI:SP:TIVOL1,2,221
AMI:SP:GENDA2,AMI:SP:PINSO2,2,290
AMI:SP:DUCLO2,AMI:SP:CVICTN1,2,118
AMI:SP:CIRQMN1,AMI:SP:CIRQUN2,2,198
AMI:SP:PLANG2,AMI:SP:GMOCQN2,2,273
AMI:SP:PICAS1,AMI:SP:PICAS2,2,120
AMI:SP:FJOUR1,AMI:SP:RICOR1,2,407
AMI:SP:PMANY2,AMI:SP:CHVAL1,2,179
AMI:SP:VOYEL1,AMI:SP:VOYEL2,2,166
AMI:SP:VIGNA1,AMI:SP:CAGNA1,2,181
AMI:SP:MACULN7,AMI:SP:MACULN5,2,211
AMI:SP:PNORDN2,AMI:SP:BERLIN2,2,306
AMI:SP:HIPPON1,AMI:SP:LHOTO2,2,190
AMI:SP:BRANLN3,AMI:SP:BRANLN4,2,109
AMI:SP:ELBEU1,AMI:SP:CJEAN2,2,361
AMI:SP:LAPLA1,AMI:SP:LAPLA2,2,218
AMI:SP:BERLIN1,AMI:SP:CHARDN2,2,389
AMI:SP:CHVAL2,AMI:SP:PMANY1,2,132
AMI:SP:MBARB1,AMI:SP:AVASS2,2,421
AMI:SP:PERIM1,AMI:SP:MONSN2,2,280
AMI:SP:LAURE1,AMI:SP:LONGVIL,2,429
AMI:SP:MLONGN1,AMI:SP:FOURCN1,2,386
AMI:SP:QTOUR2,AMI:SP:CCNOR5,2,440
AMI:SP:MSALO1,AMI:SP:AFRAN1,2,367
AMI:SP:CAMBRN2,AMI:SP:CALMN1,2,415
AMI:SP:CHARDN1,AMI:SP:PNORDN2,2,353
AMI:SP:PROCT2,AMI:SP:OZENF1,2,344
AMI:SP:PMANY1,AMI:SP:FUSCI1,2,400
AMI:SP:CRIVE2,AMI:SP:THDEL1,2,309
AMI:SP:VOLTA1,AMI:SP:CVICTN2,2,300
AMI:SP:DORGE2,AMI:SP:FJOUR1,2,348
AMI:SP:PCPIEN1,AMI:SP:PCPIEN2,2,156
AMI:SP:PINSO2,AMI:SP:STRAS2,2,411
AMI:SP:GLISY2,AMI:SP:STADE2,2,317
AMI:SP:FORCE2,AMI:SP:PAGES1,2,356
AMI:SP:GBEAUN1,AMI:SP:ROYAU1,2,275
AMI:SP:PNORDN2,AMI:SP:PNORDN1,2,70
AMI:SP:WATTE2,AMI:SP:WATTE1,2,113
AMI:SP:PMARCHN,AMI:SP:STJACN1,2,415
AMI:SP:GOODY2,AMI:SP:VALEO2,2,439
AMI:SP:HPLSUN5,AMI:SP:HPSDEN5,2,411
AMI:SP:FOUIL1,AMI:SP:CSALL2,2,400
AMI:SP:LHOTO1,AMI:SP:HIPPON1,2,248
AMI:SP:EGREN2,AMI:SP:CHAPIN1,2,310
AMI:SP:GROCHN1,AMI:SP:GROCHN2,2,75
AMI:SP:LAURE2,AMI:SP:COZETN2,2,311
AMI:SP:CSALL1,AMI:SP:EGSMN1,2,397
AMI:SP:GROCHN1,AMI:SP:LUFOUN2,2,374
AMI:SP:FREYN1,AMI:SP:CCNOR2,2,373
AMI:SP:MTCALN2,AMI:SP:FMISTN2,2,391
AMI:SP:CVICTN2,AMI:SP:STENDN2,2,356
AMI:SP:GARER1,AMI:SP:GARER2,2,75
AMI:SP:OTAGEN2,AMI:SP:RGOBLN2,2,426
AMI:SP:GOODY1,AMI:SP:VALEO1,2,435
AMI:SP:SQLAC3,AMI:SP:SQLAC6,2,164
AMI:SP:CROIPIE1,AMI:SP:CROIPIE2,2,90
AMI:SP:LADRE2,AMI:SP:TITIE2,2,413
AMI:SP:MSAVEU,AMI:SP:BOULV1,2,289
AMI:SP:CHLBAR,AMI:SP:EDMARQ,2,336
AMI:SP:DESMO2,AMI:SP:DELPEN2,2,232
AMI:SP:MPOULA,AMI:SP:COISY2,2,271
AMI:SP:CHVAL2,AMI:SP:FUSCI1,2,433
AMI:SP:QUACHN1,AMI:SP:STRAS1,2,429
AMI:SP:GLISY1,AMI:SP:AIGUI1,2,286
AMI:SP:FRANC2,AMI:SP:FRANC1,2,121
AMI:SP:RAMPO2,AMI:SP:RAMPO1,2,111
AMI:SP:ALBOU2,AMI:SP:MOULI1,2,336
AMI:SP:GRECEN2,AMI:SP:VIGNE3,2,429
AMI:SP:QTOUR1,AMI:SP:TINTO2,2,357
AMI:SP:FOURCN1,AMI:SP:FOURCN2,2,152
AMI:SP:COLVEN1,AMI:SP:CAMBRN2,2,259
AMI:SP:COURSN2,AMI:SP:FONTAN1,2,366
AMI:SP:MEGAC1,AMI:SP:MEGAC2,2,113
AMI:SP:CAGZI1,AMI:SP:CAGNY1,2,366
AMI:SP:POIDEN1,AMI:SP:POIDEN2,2,94
AMI:SP:STJUS1,AMI:SP:STJUS2,2,139
AMI:SP:CRIVE1,AMI:SP:ROPE1,2,363
AMI:SP:PJVERN2,AMI:SP:ETSUD1,2,157
AMI:SP:MUSEE1,AMI:SP:CIRQUN1,2,353
AMI:SP:CRIVE1,AMI:SP:THDEL1,2,384
AMI:SP:MARRO2,AMI:SP:PFORT2,2,411
AMI:SP:STJACN1,AMI:SP:PMARCHN,2,415
AMI:SP:CAGZI2,AMI:SP:CAGNY2,2,367
AMI:SP:CHARAN4,AMI:SP:PROVI2,2,383
AMI:SP:LEOLAN1,AMI:SP:CAMBRN1,2,360
AMI:SP:ROGERAN,AMI:SP:GMOCQN1,2,366
AMI:SP:LADREN1,AMI:SP:LADRE2,2,80
AMI:SP:HIMPON1,AMI:SP:HIMPON2,2,87
AMI:SP:VALLE1,AMI:SP:DCASA1,2,264
AMI:SP:MARRE2,AMI:SP:BEAUM1,2,272
AMI:SP:EGSMN1,AMI:SP:CSALL2,2,439
AMI:SP:CAVRE1,AMI:SP:CTRI2,2,408
AMI:SP:ILOT2,AMI:SP:ACACI1,2,258
AMI:SP:GARER1,AMI:SP:ALORRN1,2,422
AMI:SP:GLECL2,AMI:SP:GLECL1,2,74
AMI:SP:ROPE1,AMI:SP:CRIVE1,2,363
AMI:SP:FRANC2,AMI:SP:EGREN1,2,301
AMI:SP:MUSEE1,AMI:SP:LONGVIL,2,349
AMI:SP:MLONGN2,AMI:SP:ALLIE2,2,382
AMI:SP:PFORT2,AMI:SP:BEAUM1,2,231
AMI:SP:VALEO1,AMI:SP:GOODY2,2,414
AMI:SP:RORE2,AMI:SP:CREMATOR,2,437
AMI:SP:LONGVIL,AMI:SP:MUSEE1,2,349
AMI:SP:STSAU2,AMI:SP:PICOR1,2,383
AMI:SP:VALLE2,AMI:SP:DCASA1,2,275
AMI:SP:DBOUV2,AMI:SP:DBOUV1,2,81
AMI:SP:GARER2,AMI:SP:GARER1,2,75
AMI:SP:RTHILN2,AMI:SP:HPSDEN3,2,402
AMI:SP:ILOT2,AMI:SP:FALAI1,2,417
AMI:SP:CONDO4,AMI:SP:CTCAS2,2,438
AMI:SP:SQLAC6,AMI:SP:CONDO4,2,217
AMI:SP:EBEAU2,AMI:SP:CHATE2,2,440
AMI:SP:BEAQU1,AMI:SP:BEAQU2,2,132
AMI:SP:DORGE2,AMI:SP:THDEL1,2,422
AMI:SP:EXUPE1,AMI:SP:EXUPE2,2,109
AMI:SP:EGJEA1,AMI:SP:ELBEU2,2,414
AMI:SP:GAREE,AMI:SP:GAREND,2,291
AMI:SP:BERTAN,AMI:SP:LAPLA2,2,431
AMI:SP:CHAPIN2,AMI:SP:EGREN1,2,250
AMI:SP:EGCIM2,AMI:SP:RGOUR2,2,341
AMI:SP:GARER1,AMI:SP:GARENA,2,399
AMI:SP:STRAS1,AMI:SP:STJUS2,2,240
AMI:SP:ARTOI2,AMI:SP:ETOUVN1,2,387
AMI:SP:MTCALN1,AMI:SP:MTCALN2,2,214
AMI:SP:TIVOL1,AMI:SP:LUFOUN2,2,399
AMI:SP:ABHEN1,AMI:SP:PAIXN2,2,334
AMI:SP:MGARD2,AMI:SP:PICAS2,2,431
AMI:SP:CATEU1,AMI:SP:EBEAU2,2,307
AMI:SP:STRAS2,AMI:SP:STJUS1,2,296
AMI:SP:DUROU1,AMI:SP:QUENE1,2,349
AMI:SP:RTANK1,AMI:SP:VMAGN2,2,327
AMI:SP:CIRQUN1,AMI:SP:LONGVIL,2,362
AMI:SP:HPSDEN4,AMI:SP:HPLSU6,2,435
AMI:SP:ELBEU2,AMI:SP:ELBEU1,2,73
AMI:SP:DBOUV1,AMI:SP:PBERN2,2,360
AMI:SP:MOULI2,AMI:SP:ALBOU1,2,387
AMI:SP:BEAUM2,AMI:SP:BEAUM1,2,147
AMI:SP:CAMBRN1,AMI:SP:RAINE2,2,406
AMI:SP:CALMN1,AMI:SP:CALMN2,2,85
AMI:SP:BERCH1,AMI:SP:BERCH2,2,66
AMI:SP:CJEAN2,AMI:SP:RROUEN2,2,314
AMI:SP:GORLIN4,AMI:SP:GORLIN3,2,83
AMI:SP:TIVOL2,AMI:SP:LUFOUN1,2,431
AMI:SP:GORLIN4,AMI:SP:GORLIN1,2,153
AMI:SP:VHUGO2,AMI:SP:VHUGO1,2,91
AMI:SP:EGREN1,AMI:SP:EGREN2,2,127
AMI:SP:CTELL1,AMI:SP:CHMILN2,2,402
AMI:SP:BEAUM2,AMI:SP:MARRE1,2,409
AMI:SP:MLONGN2,AMI:SP:CJOCUR,2,423
AMI:SP:PFORT1,AMI:SP:MARRE1,2,398
AMI:SP:CGMARN2,AMI:SP:TRIOL2,2,216
AMI:SP:LUFOUN2,AMI:SP:COLBEN1,2,355
AMI:SP:CRIVE1,AMI:SP:FJOUR1,2,126
AMI:SP:DORGE2,AMI:SP:CRIVE1,2,288
AMI:SP:CROILN2,AMI:SP:CROILN1,2,102
AMI:SP:BEAUM2,AMI:SP:MARIV2,2,427
AMI:SP:PTJEA1,AMI:SP:RPMET1,2,413
AMI:SP:DCASA2,AMI:SP:VALLE1,2,297
AMI:SP:GENDA1,AMI:SP:RROUEN2,2,425
AMI:SP:SANTEN1,AMI:SP:SANTEN2,2,88
AMI:SP:PICOR2,AMI:SP:STSAU2,2,406
AMI:SP:PROCT1,AMI:SP:OZENF2,2,348
AMI:SP:FOSAL1,AMI:SP:FORCE2,2,421
AMI:SP:RROUEN2,AMI:SP:LOCKEN1,2,145
AMI:SP:CHVAL1,AMI:SP:CHVAL2,2,100
AMI:SP:AMAZON1,AMI:SP:AMAZON2,2,102
AMI:SP:GROCHN4,AMI:SP:GROCHN5,2,301
AMI:SP:PASTE2,AMI:SP:PASTE1,2,83
AMI:SP:ELBEU1,AMI:SP:LOCKEN1,2,217
AMI:SP:HVDUMEN,AMI:SP:MACULN6,2,409
AMI:SP:QUACHN1,AMI:SP:STRAS2,2,424
AMI:SP:PCAGNN3,AMI:SP:PCAGNN1,2,81
AMI:SP:PMANY2,AMI:SP:FUSCI2,2,440
AMI:SP:GAREND,AMI:SP:GAREG,2,211
AMI:SP:CCNORN6,AMI:SP:FREYN1,2,429
AMI:SP:QTOUR2,AMI:SP:CCNOR2,2,406
AMI:SP:ECMAU2,AMI:SP:CAGNA1,2,318
AMI:SP:POIDEN2,AMI:SP:CJOCU2,2,359
AMI:SP:STJACN2,AMI:SP:MACULN6,2,431
AMI:SP:GMOCQN1,AMI:SP:ROGERAN,2,366
AMI:SP:DESMO1,AMI:SP:DESMO2,2,64
AMI:SP:EGFIRN2,AMI:SP:FGHEMN1,2,420
AMI:SP:LATAPN1,AMI:SP:LATAPN2,2,159
AMI:SP:MBOVE1,AMI:SP:MBOVE2,2,98
